TF	Target	OddsRatio
AT1G51070	AT2G46230	0.955780899343363
AT1G51070	AT5G55640	0.943743672531261
AT1G03040	AT4G36730	0.994695341188186
AT1G03040	AT2G42300	0.957001869483936
AT1G03040	AT4G16370	0.962991257108904
AT1G03040	AT3G18710	0.61554724345422
AT1G29950	AT1G49720	0.98140852857834
AT1G29950	AT1G14345	0.889206349206349
AT1G29950	AT4G24240	0.319979829672792
AT1G29950	AT1G61790	0.890981436219739
AT1G29950	AT4G02050	0.581221828923578
AT1G29950	AT1G22360	0.854466052032399
AT1G29950	AT3G50820	0.959819161946305
AT1G29950	AT5G13400	0.74044357469015
AT1G29950	AT3G18710	0.878024310245032
AT1G29950	AT2G38025	0.73306619650585
AT1G29950	AT1G01830	0.837006059058931
AT1G29950	AT1G80530	0.531078972495866
AT5G15160	AT5G67140	0
AT5G15160	AT5G08510	0
AT5G15160	AT4G14600	0
AT5G06950	AT2G35530	0.546031746031746
AT5G06950	AT1G73970	0.57726368159204
AT5G06950	AT3G57570	0.825252525252525
AT5G06950	AT1G66510	0
AT5G06950	AT3G18215	0
AT5G06950	AT2G14530	0.581188019633377
AT5G06950	AT1G15215	0
AT5G06950	AT3G52220	0.695367132867133
AT5G06950	AT5G50840	0.733968580994077
AT5G06950	AT5G47420	0.672451695013306
AT2G41130	AT2G22770	0
AT2G41130	AT5G50335	0
AT2G41130	AT2G20480	0
AT2G41130	AT2G35260	0.622210005497526
AT2G41130	AT3G25780	0
AT2G41130	AT1G69330	0
AT2G41130	AT5G48540	0
AT1G72210	AT1G49720	0
AT1G72210	AT1G68810	0
AT1G72210	AT3G20640	0
AT1G72210	AT2G42300	0.475596961685341
AT1G72210	AT1G10370	0.994509265614276
AT1G72210	AT1G14345	0.758645675515447
AT1G72210	AT1G78995	0
AT1G72210	AT4G24240	0
AT1G72210	AT5G11420	0.756238508011558
AT1G72210	AT3G50820	0.728309758164396
AT1G72210	AT1G66890	0
AT1G72210	AT2G36885	0
AT1G72210	AT1G33170	0.818439716312057
AT1G72210	AT2G46910	0
AT1G72210	AT1G53560	0
AT1G72210	AT5G49740	0
AT2G42300	AT1G03040	0.957001869483936
AT2G42300	AT1G72210	0.475596961685341
AT2G42300	AT4G24240	0.952887537993921
AT2G42300	AT3G18710	0.959590210586227
AT2G42300	AT4G30620	0.992369690997751
AT2G42300	AT4G27870	0.798966475219876
AT2G42300	AT2G46910	0.644097486671744
AT2G42300	AT1G74850	0.970143267193943
